t (s),x_rec (m),y_rec (m),ctr (m),x_sat_1 (m),y_sat_1 (m),R_1 (m),x_sat_2 (m),y_sat_2 (m),R_2 (m),x_sat_3 (m),y_sat_3 (m),R_3 (m),x_sat_4 (m),y_sat_4 (m),R_4 (m)
0,6.371e+06,0,3e+08,2.5e+07,0,3.186e+08,2.5e+07,0,3.186e+08,2.5e+07,0,3.186e+08,2.5e+07,0,3.186e+08
10,6.371e+06,0,3e+08,2.5e+07,2.175e+04,3.186e+08,2.462e+07,4.363e+06,3.188e+08,2.348e+07,8.571e+06,3.191e+08,2.164e+07,1.252e+07,3.197e+08
20,6.371e+06,0,3e+08,2.5e+07,4.35e+04,3.186e+08,2.461e+07,4.384e+06,3.188e+08,2.348e+07,8.591e+06,3.191e+08,2.163e+07,1.254e+07,3.197e+08
30,6.371e+06,0,3e+08,2.5e+07,6.525e+04,3.186e+08,2.461e+07,4.405e+06,3.188e+08,2.347e+07,8.612e+06,3.191e+08,2.162e+07,1.256e+07,3.198e+08
40,6.371e+06,0,3e+08,2.5e+07,8.7e+04,3.186e+08,2.46e+07,4.427e+06,3.188e+08,2.346e+07,8.632e+06,3.191e+08,2.161e+07,1.258e+07,3.198e+08
50,6.371e+06,0,3e+08,2.5e+07,1.087e+05,3.186e+08,2.46e+07,4.448e+06,3.188e+08,2.345e+07,8.653e+06,3.192e+08,2.16e+07,1.259e+07,3.198e+08
60,6.371e+06,0,3e+08,2.5e+07,1.305e+05,3.186e+08,2.46e+07,4.47e+06,3.188e+08,2.345e+07,8.673e+06,3.192e+08,2.159e+07,1.261e+07,3.198e+08
70,6.371e+06,0,3e+08,2.5e+07,1.522e+05,3.186e+08,2.459e+07,4.491e+06,3.188e+08,2.344e+07,8.693e+06,3.192e+08,2.157e+07,1.263e+07,3.198e+08
80,6.371e+06,0,3e+08,2.5e+07,1.74e+05,3.186e+08,2.459e+07,4.512e+06,3.188e+08,2.343e+07,8.714e+06,3.192e+08,2.156e+07,1.265e+07,3.198e+08
90,6.371e+06,0,3e+08,2.5e+07,1.957e+05,3.186e+08,2.459e+07,4.534e+06,3.188e+08,2.342e+07,8.734e+06,3.192e+08,2.155e+07,1.267e+07,3.198e+08
100,6.371e+06,0,3e+08,2.5e+07,2.175e+05,3.186e+08,2.458e+07,4.555e+06,3.188e+08,2.342e+07,8.755e+06,3.192e+08,2.154e+07,1.269e+07,3.198e+08
110,6.371e+06,0,3e+08,2.5e+07,2.392e+05,3.186e+08,2.458e+07,4.577e+06,3.188e+08,2.341e+07,8.775e+06,3.192e+08,2.153e+07,1.271e+07,3.198e+08
120,6.371e+06,0,3e+08,2.5e+07,2.61e+05,3.186e+08,2.457e+07,4.598e+06,3.188e+08,2.34e+07,8.795e+06,3.192e+08,2.152e+07,1.273e+07,3.198e+08
130,6.371e+06,0,3e+08,2.5e+07,2.827e+05,3.186e+08,2.457e+07,4.619e+06,3.188e+08,2.339e+07,8.816e+06,3.192e+08,2.151e+07,1.274e+07,3.198e+08
140,6.371e+06,0,3e+08,2.5e+07,3.045e+05,3.186e+08,2.457e+07,4.641e+06,3.188e+08,2.339e+07,8.836e+06,3.192e+08,2.15e+07,1.276e+07,3.198e+08
150,6.371e+06,0,3e+08,2.5e+07,3.262e+05,3.186e+08,2.456e+07,4.662e+06,3.188e+08,2.338e+07,8.856e+06,3.192e+08,2.149e+07,1.278e+07,3.198e+08
160,6.371e+06,0,3e+08,2.5e+07,3.48e+05,3.186e+08,2.456e+07,4.683e+06,3.188e+08,2.337e+07,8.877e+06,3.192e+08,2.147e+07,1.28e+07,3.198e+08
170,6.371e+06,0,3e+08,2.5e+07,3.697e+05,3.186e+08,2.455e+07,4.705e+06,3.188e+08,2.336e+07,8.897e+06,3.192e+08,2.146e+07,1.282e+07,3.198e+08
180,6.371e+06,0,3e+08,2.5e+07,3.915e+05,3.186e+08,2.455e+07,4.726e+06,3.188e+08,2.336e+07,8.917e+06,3.192e+08,2.145e+07,1.284e+07,3.198e+08
190,6.371e+06,0,3e+08,2.5e+07,4.132e+05,3.186e+08,2.455e+07,4.748e+06,3.188e+08,2.335e+07,8.938e+06,3.192e+08,2.144e+07,1.286e+07,3.198e+08
200,6.371e+06,0,3e+08,2.5e+07,4.35e+05,3.186e+08,2.454e+07,4.769e+06,3.188e+08,2.334e+07,8.958e+06,3.192e+08,2.143e+07,1.287e+07,3.198e+08
210,6.371e+06,0,3e+08,2.5e+07,4.567e+05,3.186e+08,2.454e+07,4.79e+06,3.188e+08,2.333e+07,8.978e+06,3.192e+08,2.142e+07,1.289e+07,3.198e+08
220,6.371e+06,0,3e+08,2.5e+07,4.785e+05,3.186e+08,2.453e+07,4.812e+06,3.188e+08,2.332e+07,8.999e+06,3.192e+08,2.141e+07,1.291e+07,3.198e+08
230,6.371e+06,0,3e+08,2.499e+07,5.002e+05,3.186e+08,2.453e+07,4.833e+06,3.188e+08,2.332e+07,9.019e+06,3.192e+08,2.14e+07,1.293e+07,3.198e+08
240,6.371e+06,0,3e+08,2.499e+07,5.219e+05,3.186e+08,2.452e+07,4.854e+06,3.188e+08,2.331e+07,9.039e+06,3.192e+08,2.138e+07,1.295e+07,3.198e+08
250,6.371e+06,0,3e+08,2.499e+07,5.437e+05,3.186e+08,2.452e+07,4.876e+06,3.188e+08,2.33e+07,9.059e+06,3.192e+08,2.137e+07,1.297e+07,3.198e+08
260,6.371e+06,0,3e+08,2.499e+07,5.654e+05,3.186e+08,2.452e+07,4.897e+06,3.188e+08,2.329e+07,9.08e+06,3.192e+08,2.136e+07,1.299e+07,3.198e+08
270,6.371e+06,0,3e+08,2.499e+07,5.872e+05,3.186e+08,2.451e+07,4.918e+06,3.188e+08,2.329e+07,9.1e+06,3.192e+08,2.135e+07,1.301e+07,3.198e+08
280,6.371e+06,0,3e+08,2.499e+07,6.089e+05,3.186e+08,2.451e+07,4.94e+06,3.188e+08,2.328e+07,9.12e+06,3.192e+08,2.134e+07,1.302e+07,3.198e+08
290,6.371e+06,0,3e+08,2.499e+07,6.307e+05,3.186e+08,2.45e+07,4.961e+06,3.188e+08,2.327e+07,9.14e+06,3.192e+08,2.133e+07,1.304e+07,3.198e+08
300,6.371e+06,0,3e+08,2.499e+07,6.524e+05,3.186e+08,2.45e+07,4.982e+06,3.188e+08,2.326e+07,9.161e+06,3.192e+08,2.132e+07,1.306e+07,3.198e+08
310,6.371e+06,0,3e+08,2.499e+07,6.742e+05,3.186e+08,2.449e+07,5.004e+06,3.188e+08,2.325e+07,9.181e+06,3.192e+08,2.131e+07,1.308e+07,3.199e+08
320,6.371e+06,0,3e+08,2.499e+07,6.959e+05,3.186e+08,2.449e+07,5.025e+06,3.188e+08,2.325e+07,9.201e+06,3.192e+08,2.129e+07,1.31e+07,3.199e+08
330,6.371e+06,0,3e+08,2.499e+07,7.176e+05,3.186e+08,2.449e+07,5.046e+06,3.188e+08,2.324e+07,9.221e+06,3.192e+08,2.128e+07,1.312e+07,3.199e+08
340,6.371e+06,0,3e+08,2.499e+07,7.394e+05,3.186e+08,2.448e+07,5.067e+06,3.188e+08,2.323e+07,9.242e+06,3.192e+08,2.127e+07,1.313e+07,3.199e+08
350,6.371e+06,0,3e+08,2.499e+07,7.611e+05,3.186e+08,2.448e+07,5.089e+06,3.188e+08,2.322e+07,9.262e+06,3.192e+08,2.126e+07,1.315e+07,3.199e+08
360,6.371e+06,0,3e+08,2.499e+07,7.829e+05,3.186e+08,2.447e+07,5.11e+06,3.188e+08,2.321e+07,9.282e+06,3.192e+08,2.125e+07,1.317e+07,3.199e+08
370,6.371e+06,0,3e+08,2.499e+07,8.046e+05,3.186e+08,2.447e+07,5.131e+06,3.188e+08,2.32e+07,9.302e+06,3.192e+08,2.124e+07,1.319e+07,3.199e+08
380,6.371e+06,0,3e+08,2.499e+07,8.263e+05,3.186e+08,2.446e+07,5.153e+06,3.188e+08,2.32e+07,9.322e+06,3.192e+08,2.123e+07,1.321e+07,3.199e+08
390,6.371e+06,0,3e+08,2.499e+07,8.481e+05,3.186e+08,2.446e+07,5.174e+06,3.188e+08,2.319e+07,9.343e+06,3.192e+08,2.121e+07,1.323e+07,3.199e+08
400,6.371e+06,0,3e+08,2.498e+07,8.698e+05,3.186e+08,2.445e+07,5.195e+06,3.188e+08,2.318e+07,9.363e+06,3.192e+08,2.12e+07,1.325e+07,3.199e+08
410,6.371e+06,0,3e+08,2.498e+07,8.915e+05,3.186e+08,2.445e+07,5.216e+06,3.188e+08,2.317e+07,9.383e+06,3.192e+08,2.119e+07,1.326e+07,3.199e+08
420,6.371e+06,0,3e+08,2.498e+07,9.133e+05,3.186e+08,2.445e+07,5.238e+06,3.188e+08,2.316e+07,9.403e+06,3.192e+08,2.118e+07,1.328e+07,3.199e+08
430,6.371e+06,0,3e+08,2.498e+07,9.35e+05,3.186e+08,2.444e+07,5.259e+06,3.188e+08,2.316e+07,9.423e+06,3.192e+08,2.117e+07,1.33e+07,3.199e+08
440,6.371e+06,0,3e+08,2.498e+07,9.567e+05,3.186e+08,2.444e+07,5.28e+06,3.188e+08,2.315e+07,9.443e+06,3.193e+08,2.116e+07,1.332e+07,3.199e+08
450,6.371e+06,0,3e+08,2.498e+07,9.785e+05,3.186e+08,2.443e+07,5.301e+06,3.188e+08,2.314e+07,9.463e+06,3.193e+08,2.114e+07,1.334e+07,3.199e+08
460,6.371e+06,0,3e+08,2.498e+07,1e+06,3.186e+08,2.443e+07,5.323e+06,3.188e+08,2.313e+07,9.484e+06,3.193e+08,2.113e+07,1.336e+07,3.199e+08
470,6.371e+06,0,3e+08,2.498e+07,1.022e+06,3.186e+08,2.442e+07,5.344e+06,3.188e+08,2.312e+07,9.504e+06,3.193e+08,2.112e+07,1.337e+07,3.199e+08
480,6.371e+06,0,3e+08,2.498e+07,1.044e+06,3.186e+08,2.442e+07,5.365e+06,3.188e+08,2.311e+07,9.524e+06,3.193e+08,2.111e+07,1.339e+07,3.199e+08
490,6.371e+06,0,3e+08,2.498e+07,1.065e+06,3.186e+08,2.441e+07,5.386e+06,3.188e+08,2.311e+07,9.544e+06,3.193e+08,2.11e+07,1.341e+07,3.199e+08
500,6.371e+06,0,3e+08,2.498e+07,1.087e+06,3.186e+08,2.441e+07,5.408e+06,3.188e+08,2.31e+07,9.564e+06,3.193e+08,2.109e+07,1.343e+07,3.199e+08
510,6.371e+06,0,3e+08,2.498e+07,1.109e+06,3.186e+08,2.44e+07,5.429e+06,3.188e+08,2.309e+07,9.584e+06,3.193e+08,2.107e+07,1.345e+07,3.199e+08
520,6.371e+06,0,3e+08,2.497e+07,1.131e+06,3.186e+08,2.44e+07,5.45e+06,3.188e+08,2.308e+07,9.604e+06,3.193e+08,2.106e+07,1.347e+07,3.199e+08
530,6.371e+06,0,3e+08,2.497e+07,1.152e+06,3.186e+08,2.439e+07,5.471e+06,3.188e+08,2.307e+07,9.624e+06,3.193e+08,2.105e+07,1.348e+07,3.199e+08
540,6.371e+06,0,3e+08,2.497e+07,1.174e+06,3.186e+08,2.439e+07,5.493e+06,3.188e+08,2.306e+07,9.644e+06,3.193e+08,2.104e+07,1.35e+07,3.199e+08
550,6.371e+06,0,3e+08,2.497e+07,1.196e+06,3.186e+08,2.438e+07,5.514e+06,3.188e+08,2.306e+07,9.664e+06,3.193e+08,2.103e+07,1.352e+07,3.199e+08
560,6.371e+06,0,3e+08,2.497e+07,1.217e+06,3.186e+08,2.438e+07,5.535e+06,3.188e+08,2.305e+07,9.684e+06,3.193e+08,2.102e+07,1.354e+07,3.199e+08
570,6.371e+06,0,3e+08,2.497e+07,1.239e+06,3.186e+08,2.437e+07,5.556e+06,3.188e+08,2.304e+07,9.704e+06,3.193e+08,2.1e+07,1.356e+07,3.199e+08
580,6.371e+06,0,3e+08,2.497e+07,1.261e+06,3.186e+08,2.437e+07,5.577e+06,3.188e+08,2.303e+07,9.725e+06,3.193e+08,2.099e+07,1.358e+07,3.2e+08
590,6.371e+06,0,3e+08,2.497e+07,1.283e+06,3.186e+08,2.437e+07,5.599e+06,3.188e+08,2.302e+07,9.745e+06,3.193e+08,2.098e+07,1.359e+07,3.2e+08
600,6.371e+06,0,3e+08,2.497e+07,1.304e+06,3.186e+08,2.436e+07,5.62e+06,3.188e+08,2.301e+07,9.765e+06,3.193e+08,2.097e+07,1.361e+07,3.2e+08
610,6.371e+06,0,3e+08,2.496e+07,1.326e+06,3.186e+08,2.436e+07,5.641e+06,3.188e+08,2.301e+07,9.785e+06,3.193e+08,2.096e+07,1.363e+07,3.2e+08
620,6.371e+06,0,3e+08,2.496e+07,1.348e+06,3.186e+08,2.435e+07,5.662e+06,3.188e+08,2.3e+07,9.805e+06,3.193e+08,2.095e+07,1.365e+07,3.2e+08
630,6.371e+06,0,3e+08,2.496e+07,1.37e+06,3.186e+08,2.435e+07,5.683e+06,3.189e+08,2.299e+07,9.825e+06,3.193e+08,2.093e+07,1.367e+07,3.2e+08
640,6.371e+06,0,3e+08,2.496e+07,1.391e+06,3.186e+08,2.434e+07,5.705e+06,3.189e+08,2.298e+07,9.845e+06,3.193e+08,2.092e+07,1.369e+07,3.2e+08
650,6.371e+06,0,3e+08,2.496e+07,1.413e+06,3.186e+08,2.434e+07,5.726e+06,3.189e+08,2.297e+07,9.865e+06,3.193e+08,2.091e+07,1.37e+07,3.2e+08
660,6.371e+06,0,3e+08,2.496e+07,1.435e+06,3.186e+08,2.433e+07,5.747e+06,3.189e+08,2.296e+07,9.885e+06,3.193e+08,2.09e+07,1.372e+07,3.2e+08
670,6.371e+06,0,3e+08,2.496e+07,1.456e+06,3.186e+08,2.433e+07,5.768e+06,3.189e+08,2.295e+07,9.905e+06,3.193e+08,2.089e+07,1.374e+07,3.2e+08
680,6.371e+06,0,3e+08,2.496e+07,1.478e+06,3.186e+08,2.432e+07,5.789e+06,3.189e+08,2.295e+07,9.925e+06,3.193e+08,2.087e+07,1.376e+07,3.2e+08
690,6.371e+06,0,3e+08,2.495e+07,1.5e+06,3.186e+08,2.432e+07,5.81e+06,3.189e+08,2.294e+07,9.944e+06,3.193e+08,2.086e+07,1.378e+07,3.2e+08
700,6.371e+06,0,3e+08,2.495e+07,1.522e+06,3.186e+08,2.431e+07,5.832e+06,3.189e+08,2.293e+07,9.964e+06,3.193e+08,2.085e+07,1.379e+07,3.2e+08
710,6.371e+06,0,3e+08,2.495e+07,1.543e+06,3.186e+08,2.431e+07,5.853e+06,3.189e+08,2.292e+07,9.984e+06,3.193e+08,2.084e+07,1.381e+07,3.2e+08
720,6.371e+06,0,3e+08,2.495e+07,1.565e+06,3.186e+08,2.43e+07,5.874e+06,3.189e+08,2.291e+07,1e+07,3.193e+08,2.083e+07,1.383e+07,3.2e+08
730,6.371e+06,0,3e+08,2.495e+07,1.587e+06,3.186e+08,2.43e+07,5.895e+06,3.189e+08,2.29e+07,1.002e+07,3.193e+08,2.081e+07,1.385e+07,3.2e+08
740,6.371e+06,0,3e+08,2.495e+07,1.608e+06,3.186e+08,2.429e+07,5.916e+06,3.189e+08,2.289e+07,1.004e+07,3.193e+08,2.08e+07,1.387e+07,3.2e+08
750,6.371e+06,0,3e+08,2.495e+07,1.63e+06,3.186e+08,2.428e+07,5.937e+06,3.189e+08,2.288e+07,1.006e+07,3.193e+08,2.079e+07,1.389e+07,3.2e+08
760,6.371e+06,0,3e+08,2.495e+07,1.652e+06,3.186e+08,2.428e+07,5.958e+06,3.189e+08,2.288e+07,1.008e+07,3.193e+08,2.078e+07,1.39e+07,3.2e+08
770,6.371e+06,0,3e+08,2.494e+07,1.673e+06,3.186e+08,2.427e+07,5.979e+06,3.189e+08,2.287e+07,1.01e+07,3.193e+08,2.077e+07,1.392e+07,3.2e+08
780,6.371e+06,0,3e+08,2.494e+07,1.695e+06,3.186e+08,2.427e+07,6.001e+06,3.189e+08,2.286e+07,1.012e+07,3.193e+08,2.075e+07,1.394e+07,3.2e+08
790,6.371e+06,0,3e+08,2.494e+07,1.717e+06,3.186e+08,2.426e+07,6.022e+06,3.189e+08,2.285e+07,1.014e+07,3.194e+08,2.074e+07,1.396e+07,3.2e+08
800,6.371e+06,0,3e+08,2.494e+07,1.739e+06,3.186e+08,2.426e+07,6.043e+06,3.189e+08,2.284e+07,1.016e+07,3.194e+08,2.073e+07,1.398e+07,3.2e+08
810,6.371e+06,0,3e+08,2.494e+07,1.76e+06,3.187e+08,2.425e+07,6.064e+06,3.189e+08,2.283e+07,1.018e+07,3.194e+08,2.072e+07,1.399e+07,3.2e+08
820,6.371e+06,0,3e+08,2.494e+07,1.782e+06,3.187e+08,2.425e+07,6.085e+06,3.189e+08,2.282e+07,1.02e+07,3.194e+08,2.07e+07,1.401e+07,3.2e+08
830,6.371e+06,0,3e+08,2.493e+07,1.804e+06,3.187e+08,2.424e+07,6.106e+06,3.189e+08,2.281e+07,1.022e+07,3.194e+08,2.069e+07,1.403e+07,3.2e+08
840,6.371e+06,0,3e+08,2.493e+07,1.825e+06,3.187e+08,2.424e+07,6.127e+06,3.189e+08,2.281e+07,1.024e+07,3.194e+08,2.068e+07,1.405e+07,3.201e+08
850,6.371e+06,0,3e+08,2.493e+07,1.847e+06,3.187e+08,2.423e+07,6.148e+06,3.189e+08,2.28e+07,1.026e+07,3.194e+08,2.067e+07,1.407e+07,3.201e+08
860,6.371e+06,0,3e+08,2.493e+07,1.869e+06,3.187e+08,2.423e+07,6.169e+06,3.189e+08,2.279e+07,1.028e+07,3.194e+08,2.066e+07,1.408e+07,3.201e+08
870,6.371e+06,0,3e+08,2.493e+07,1.89e+06,3.187e+08,2.422e+07,6.19e+06,3.189e+08,2.278e+07,1.03e+07,3.194e+08,2.064e+07,1.41e+07,3.201e+08
880,6.371e+06,0,3e+08,2.493e+07,1.912e+06,3.187e+08,2.422e+07,6.212e+06,3.189e+08,2.277e+07,1.032e+07,3.194e+08,2.063e+07,1.412e+07,3.201e+08
890,6.371e+06,0,3e+08,2.493e+07,1.934e+06,3.187e+08,2.421e+07,6.233e+06,3.189e+08,2.276e+07,1.034e+07,3.194e+08,2.062e+07,1.414e+07,3.201e+08
900,6.371e+06,0,3e+08,2.492e+07,1.955e+06,3.187e+08,2.421e+07,6.254e+06,3.189e+08,2.275e+07,1.036e+07,3.194e+08,2.061e+07,1.416e+07,3.201e+08
910,6.371e+06,0,3e+08,2.492e+07,1.977e+06,3.187e+08,2.42e+07,6.275e+06,3.189e+08,2.274e+07,1.038e+07,3.194e+08,2.059e+07,1.417e+07,3.201e+08
920,6.371e+06,0,3e+08,2.492e+07,1.999e+06,3.187e+08,2.419e+07,6.296e+06,3.189e+08,2.273e+07,1.04e+07,3.194e+08,2.058e+07,1.419e+07,3.201e+08
930,6.371e+06,0,3e+08,2.492e+07,2.02e+06,3.187e+08,2.419e+07,6.317e+06,3.189e+08,2.272e+07,1.042e+07,3.194e+08,2.057e+07,1.421e+07,3.201e+08
940,6.371e+06,0,3e+08,2.492e+07,2.042e+06,3.187e+08,2.418e+07,6.338e+06,3.189e+08,2.272e+07,1.044e+07,3.194e+08,2.056e+07,1.423e+07,3.201e+08
950,6.371e+06,0,3e+08,2.491e+07,2.064e+06,3.187e+08,2.418e+07,6.359e+06,3.189e+08,2.271e+07,1.046e+07,3.194e+08,2.054e+07,1.424e+07,3.201e+08
960,6.371e+06,0,3e+08,2.491e+07,2.086e+06,3.187e+08,2.417e+07,6.38e+06,3.189e+08,2.27e+07,1.048e+07,3.194e+08,2.053e+07,1.426e+07,3.201e+08
970,6.371e+06,0,3e+08,2.491e+07,2.107e+06,3.187e+08,2.417e+07,6.401e+06,3.189e+08,2.269e+07,1.05e+07,3.194e+08,2.052e+07,1.428e+07,3.201e+08
980,6.371e+06,0,3e+08,2.491e+07,2.129e+06,3.187e+08,2.416e+07,6.422e+06,3.189e+08,2.268e+07,1.052e+07,3.194e+08,2.051e+07,1.43e+07,3.201e+08
990,6.371e+06,0,3e+08,2.491e+07,2.151e+06,3.187e+08,2.416e+07,6.443e+06,3.189e+08,2.267e+07,1.054e+07,3.194e+08,2.05e+07,1.432e+07,3.201e+08
1000,6.371e+06,0,3e+08,2.491e+07,2.172e+06,3.187e+08,2.415e+07,6.464e+06,3.189e+08,2.266e+07,1.056e+07,3.194e+08,2.048e+07,1.433e+07,3.201e+08
1010,6.371e+06,0,3e+08,2.49e+07,2.194e+06,3.187e+08,2.414e+07,6.485e+06,3.189e+08,2.265e+07,1.058e+07,3.194e+08,2.047e+07,1.435e+07,3.201e+08
1020,6.371e+06,0,3e+08,2.49e+07,2.216e+06,3.187e+08,2.414e+07,6.506e+06,3.189e+08,2.264e+07,1.06e+07,3.194e+08,2.046e+07,1.437e+07,3.201e+08
1030,6.371e+06,0,3e+08,2.49e+07,2.237e+06,3.187e+08,2.413e+07,6.527e+06,3.189e+08,2.263e+07,1.062e+07,3.194e+08,2.045e+07,1.439e+07,3.201e+08
1040,6.371e+06,0,3e+08,2.49e+07,2.259e+06,3.187e+08,2.413e+07,6.548e+06,3.189e+08,2.262e+07,1.064e+07,3.194e+08,2.043e+07,1.441e+07,3.201e+08
1050,6.371e+06,0,3e+08,2.49e+07,2.281e+06,3.187e+08,2.412e+07,6.569e+06,3.189e+08,2.261e+07,1.066e+07,3.194e+08,2.042e+07,1.442e+07,3.201e+08
1060,6.371e+06,0,3e+08,2.489e+07,2.302e+06,3.187e+08,2.412e+07,6.59e+06,3.189e+08,2.261e+07,1.068e+07,3.194e+08,2.041e+07,1.444e+07,3.201e+08
1070,6.371e+06,0,3e+08,2.489e+07,2.324e+06,3.187e+08,2.411e+07,6.611e+06,3.189e+08,2.26e+07,1.07e+07,3.194e+08,2.039e+07,1.446e+07,3.201e+08
1080,6.371e+06,0,3e+08,2.489e+07,2.345e+06,3.187e+08,2.41e+07,6.632e+06,3.189e+08,2.259e+07,1.072e+07,3.194e+08,2.038e+07,1.448e+07,3.201e+08
1090,6.371e+06,0,3e+08,2.489e+07,2.367e+06,3.187e+08,2.41e+07,6.653e+06,3.189e+08,2.258e+07,1.074e+07,3.194e+08,2.037e+07,1.449e+07,3.202e+08
1100,6.371e+06,0,3e+08,2.489e+07,2.389e+06,3.187e+08,2.409e+07,6.674e+06,3.189e+08,2.257e+07,1.076e+07,3.194e+08,2.036e+07,1.451e+07,3.202e+08
1110,6.371e+06,0,3e+08,2.488e+07,2.41e+06,3.187e+08,2.409e+07,6.695e+06,3.189e+08,2.256e+07,1.078e+07,3.194e+08,2.034e+07,1.453e+07,3.202e+08
1120,6.371e+06,0,3e+08,2.488e+07,2.432e+06,3.187e+08,2.408e+07,6.716e+06,3.189e+08,2.255e+07,1.08e+07,3.194e+08,2.033e+07,1.455e+07,3.202e+08
1130,6.371e+06,0,3e+08,2.488e+07,2.454e+06,3.187e+08,2.408e+07,6.737e+06,3.189e+08,2.254e+07,1.081e+07,3.195e+08,2.032e+07,1.456e+07,3.202e+08
1140,6.371e+06,0,3e+08,2.488e+07,2.475e+06,3.187e+08,2.407e+07,6.758e+06,3.189e+08,2.253e+07,1.083e+07,3.195e+08,2.031e+07,1.458e+07,3.202e+08
1150,6.371e+06,0,3e+08,2.487e+07,2.497e+06,3.187e+08,2.406e+07,6.779e+06,3.189e+08,2.252e+07,1.085e+07,3.195e+08,2.029e+07,1.46e+07,3.202e+08
1160,6.371e+06,0,3e+08,2.487e+07,2.519e+06,3.187e+08,2.406e+07,6.8e+06,3.189e+08,2.251e+07,1.087e+07,3.195e+08,2.028e+07,1.462e+07,3.202e+08
1170,6.371e+06,0,3e+08,2.487e+07,2.54e+06,3.187e+08,2.405e+07,6.82e+06,3.19e+08,2.25e+07,1.089e+07,3.195e+08,2.027e+07,1.464e+07,3.202e+08
1180,6.371e+06,0,3e+08,2.487e+07,2.562e+06,3.187e+08,2.405e+07,6.841e+06,3.19e+08,2.249e+07,1.091e+07,3.195e+08,2.026e+07,1.465e+07,3.202e+08
1190,6.371e+06,0,3e+08,2.487e+07,2.584e+06,3.187e+08,2.404e+07,6.862e+06,3.19e+08,2.248e+07,1.093e+07,3.195e+08,2.024e+07,1.467e+07,3.202e+08
1200,6.371e+06,0,3e+08,2.486e+07,2.605e+06,3.187e+08,2.403e+07,6.883e+06,3.19e+08,2.247e+07,1.095e+07,3.195e+08,2.023e+07,1.469e+07,3.202e+08
1210,6.371e+06,0,3e+08,2.486e+07,2.627e+06,3.187e+08,2.403e+07,6.904e+06,3.19e+08,2.246e+07,1.097e+07,3.195e+08,2.022e+07,1.471e+07,3.202e+08
1220,6.371e+06,0,3e+08,2.486e+07,2.648e+06,3.187e+08,2.402e+07,6.925e+06,3.19e+08,2.245e+07,1.099e+07,3.195e+08,2.02e+07,1.472e+07,3.202e+08
1230,6.371e+06,0,3e+08,2.486e+07,2.67e+06,3.187e+08,2.402e+07,6.946e+06,3.19e+08,2.244e+07,1.101e+07,3.195e+08,2.019e+07,1.474e+07,3.202e+08
1240,6.371e+06,0,3e+08,2.485e+07,2.692e+06,3.187e+08,2.401e+07,6.967e+06,3.19e+08,2.244e+07,1.103e+07,3.195e+08,2.018e+07,1.476e+07,3.202e+08
1250,6.371e+06,0,3e+08,2.485e+07,2.713e+06,3.187e+08,2.4e+07,6.988e+06,3.19e+08,2.243e+07,1.105e+07,3.195e+08,2.017e+07,1.478e+07,3.202e+08
1260,6.371e+06,0,3e+08,2.485e+07,2.735e+06,3.187e+08,2.4e+07,7.009e+06,3.19e+08,2.242e+07,1.107e+07,3.195e+08,2.015e+07,1.479e+07,3.202e+08
1270,6.371e+06,0,3e+08,2.485e+07,2.757e+06,3.187e+08,2.399e+07,7.029e+06,3.19e+08,2.241e+07,1.109e+07,3.195e+08,2.014e+07,1.481e+07,3.202e+08
1280,6.371e+06,0,3e+08,2.485e+07,2.778e+06,3.187e+08,2.399e+07,7.05e+06,3.19e+08,2.24e+07,1.111e+07,3.195e+08,2.013e+07,1.483e+07,3.202e+08
1290,6.371e+06,0,3e+08,2.484e+07,2.8e+06,3.187e+08,2.398e+07,7.071e+06,3.19e+08,2.239e+07,1.113e+07,3.195e+08,2.011e+07,1.485e+07,3.202e+08
1300,6.371e+06,0,3e+08,2.484e+07,2.821e+06,3.187e+08,2.397e+07,7.092e+06,3.19e+08,2.238e+07,1.115e+07,3.195e+08,2.01e+07,1.486e+07,3.202e+08
1310,6.371e+06,0,3e+08,2.484e+07,2.843e+06,3.187e+08,2.397e+07,7.113e+06,3.19e+08,2.237e+07,1.117e+07,3.195e+08,2.009e+07,1.488e+07,3.202e+08
1320,6.371e+06,0,3e+08,2.484e+07,2.865e+06,3.187e+08,2.396e+07,7.134e+06,3.19e+08,2.236e+07,1.119e+07,3.195e+08,2.008e+07,1.49e+07,3.202e+08
1330,6.371e+06,0,3e+08,2.483e+07,2.886e+06,3.187e+08,2.395e+07,7.155e+06,3.19e+08,2.235e+07,1.121e+07,3.195e+08,2.006e+07,1.492e+07,3.202e+08
1340,6.371e+06,0,3e+08,2.483e+07,2.908e+06,3.187e+08,2.395e+07,7.175e+06,3.19e+08,2.234e+07,1.122e+07,3.195e+08,2.005e+07,1.493e+07,3.203e+08
1350,6.371e+06,0,3e+08,2.483e+07,2.929e+06,3.187e+08,2.394e+07,7.196e+06,3.19e+08,2.233e+07,1.124e+07,3.195e+08,2.004e+07,1.495e+07,3.203e+08
1360,6.371e+06,0,3e+08,2.483e+07,2.951e+06,3.187e+08,2.394e+07,7.217e+06,3.19e+08,2.232e+07,1.126e+07,3.195e+08,2.002e+07,1.497e+07,3.203e+08
1370,6.371e+06,0,3e+08,2.482e+07,2.973e+06,3.187e+08,2.393e+07,7.238e+06,3.19e+08,2.231e+07,1.128e+07,3.195e+08,2.001e+07,1.499e+07,3.203e+08
